,EP_id,Publications_in_venue,OC_omid,issn,Open Access
7308,498525,56,061602004207,"['2519-4984', '2519-4976']",True
6710,495145,56,061801693339,"['2411-3093', '1728-9343']",True
6639,494632,56,06601723546,"['2539-5300', '2500-7807']",True
3535,481408,56,06201843749,['1894-5562'],Unknown
3063,476357,56,06101422187,"['1888-0967', '2174-081X']",Unknown
4157,484152,56,06101743500,"['1895-6297', '2084-3879']",Unknown
5694,489617,56,062501654648,"['2358-3428', '1516-4039']",Unknown
98,340492,56,061703469085,['2155-8450'],Unknown
6978,497044,56,06120963446,['2175-6600'],True
6152,491331,56,061101666991,"['2334-7058', '2334-7171']",Unknown
7940,501942,56,06701353568,"['2589-7233', '2589-7241']",Unknown
4826,486261,56,06102211098,"['2410-9274', '2410-0706']",Unknown
6444,493729,56,061901795439,"['0120-4688', '2389-9387']",True
4036,483911,56,062601684958,['2082-6710'],True
7463,499024,56,06401714284,"['2571-0702', '2570-785X']",Unknown
4242,484740,56,062046133,"['2300-858X', '2084-3356']",True
6163,491373,55,0670847272,"['1865-1089', '1865-1097']",Unknown
8129,502572,55,06201730747,['2711-0494'],True
4534,485476,55,062302198646,"['2307-3705', '2518-1866']",True
5904,490568,55,061302206377,['2029-8935'],True
6951,496981,55,06102181771,"['2520-2855', '2520-2863']",Unknown
2812,473490,55,06701802521,['1515-5994'],True
3370,479755,55,06150937014,"['2241-2190', '1105-5758']",Unknown
7097,497575,55,061401924572,"['2397-2637', '2397-2645']",Unknown
5342,488264,55,06501172232,['2359-5639'],True
5470,488657,55,061801887505,['1728-9718'],Unknown
7098,497587,55,06120671295,"['2452-0071', '2452-0063']",Unknown
5035,486905,55,062601625804,"['2050-4039', '2050-4047']",Unknown
7096,497565,55,062401894295,['2312-5160'],True
4726,486026,55,061902216085,['2307-4841'],Unknown
3435,480303,55,06201513018,"['1846-7954', '0350-154X']",True
7751,500240,55,06201513126,['2594-0198'],Unknown
7727,500064,55,06401624993,"['2543-6112', '2543-7399']",Unknown
7372,498733,55,062101579491,['2520-6397'],True
3564,481606,55,061501961068,['0023-5903'],Unknown
3944,483434,55,061502649405,"['1414-4247', '1808-1711']",True
6656,494726,55,062101967867,"['2216-1767', '2216-1775']",True
7206,498154,55,06202630512,['2414-987X'],True
4433,485167,55,061502455968,"['2051-9710', '2051-9729']",Unknown
7368,498726,55,06601847277,"['1688-9304', '1510-2432']",True
2922,474903,55,06101840926,"['1846-8551', '2507-041X']",Unknown
6429,493685,55,061101312320,"['2657-8808', '2658-0810']",True
7271,498400,55,06401655302,"['2311-4894', '2518-1718']",Unknown
4244,484742,55,06202803109,"['1899-5160', '2391-7652']",True
8011,502122,55,06120922906,['2632-7627'],True
4966,486659,55,06702222312,"['1390-5708', '2602-8239']",True
8099,502437,54,061301597513,['0718-7181'],True
5421,488499,54,06901857269,"['1405-9436', '2448-7724']",True
5072,487001,54,06210227212,"['2051-4891', '2051-4883']",Unknown
2372,450578,54,06402448035,"['2663-6573', '1013-8471']",Unknown
7182,498000,54,062401885236,['2477-8818'],Unknown
765,438393,54,06403117482,['0006-1913'],Unknown
5601,489082,54,0630859429,"['2262-5534', '0338-2338']",True
7127,497794,54,062201387614,['2148-3728'],Unknown
5894,490532,54,062501254237,['2535-2857'],True
3394,479999,54,0670455008,"['1754-3800', '1754-3797']",Unknown
4596,485706,54,061102194128,['1989-5917'],True
4893,486483,54,062201233165,"['0276-2854', '1874-9275']",Unknown
6343,493348,54,06901104803,['2148-0451'],True
5405,488428,54,061702217669,"['1657-4915', '2389-7856']",True
3793,482872,54,06501653984,"['1130-2402', '2340-0277']",True
3770,482587,54,06103544660,"['2184-0385', '0874-5560']",True
4687,485926,54,0617046311,"['2299-7458', '2449-8386']",True
8399,504068,54,061702005577,"['1452-0133', '2334-7074']",True
4488,485349,54,061101220148,"['2285-6382', '2286-0290']",Unknown
6666,494797,54,061401871476,"['2301-0665', '0797-8316']",True
5475,488679,54,0622094227,"['2345-1149', '1857-2685']",Unknown
4576,485652,54,06102295947,"['2545-3971', '1429-2173']",True
5398,488409,54,0614047055,"['2411-7587', '2413-0060']",Unknown
5335,488206,54,061301992274,"['1998-4634', '2708-0226']",True
7778,500324,54,06401785286,['1981-223X'],Unknown
4690,485932,54,06401846350,['1732-9639'],Unknown
3973,483591,54,06201843791,['1894-7875'],True
8401,504070,54,06140632116,['1986-4558'],Unknown
6920,496877,53,061301708082,['1726-5223'],Unknown
7971,502025,53,06301608798,"['0327-5159', '1853-8126']",True
7844,500615,53,06120895199,['2717-638X'],True
5567,488932,53,06102237553,['1428-9512'],True
6008,490952,53,06150849820,"['2068-9969', '2067-4082']",True
4393,485053,53,06501841017,"['1733-3911', '2300-0945']",True
5383,488362,53,0630325237,"['2029-7203', '1648-2824']",True
3922,483290,53,06101847781,"['1588-4309', '1585-079X']",Unknown
3749,482533,53,06702339830,"['0860-8032', '2449-8335']",Unknown
2571,470607,53,062501166560,"['2056-743X', '0081-1564']",Unknown
7693,499907,53,06702457992,"['2320-8805', '2320-7655']",Unknown
8558,505221,53,068042540,"['2708-583X', '2708-5848']",Unknown
5065,486970,53,06802369816,['2073-9702'],Unknown
3969,483580,53,061902009081,['1647-659X'],True
6514,494049,53,06702341545,['2408-9338'],Unknown
8217,502987,53,061901978253,['0353-3891'],Unknown
2765,472716,53,06301804876,"['2475-8752', '1541-8561']",True
4526,485458,53,06260317999,"['1933-2890', '1933-2882']",True
3815,482910,53,061401569658,"['2014-8798', '1135-9722']",True
3510,481068,53,062602027942,['1132-6891'],Unknown
5315,488154,53,062601971209,"['2341-3808', '2341-4839']",True
7423,498871,53,06601847403,"['1689-6122', '2719-311X']",True
4489,485355,53,061801047182,['2108-1433'],Unknown
384,343015,53,06240142972,"['0801-7220', '1891-1773']",True
4581,485684,53,062201473704,"['1689-5150', '2450-7059']",True
4441,485209,53,061401568504,['2014-3680'],True
7906,501827,53,062201791144,"['1657-4672', '2619-1733']",True
4981,486738,53,06102171883,['2013-6757'],True
4841,486311,53,06702351385,['2392-0092'],Unknown
4163,484163,53,06202401715,"['1577-5003', '2507-0495']",Unknown
827,438869,53,06260970187,['1913-9659'],Unknown
7004,497121,53,06801752369,['2220-1394'],True
4921,486532,52,061601879316,['1991-6434'],True
7163,497953,52,062301977377,['2444-1961'],Unknown
1435,442790,52,06601782510,['2162-3937'],Unknown
4990,486804,52,061102154373,"['2080-5268', '2719-9606']",Unknown
5481,488691,52,061502009630,"['1889-6855', '1989-3787']",True
3985,483654,52,061202006970,['2211-243X'],True
5628,489265,52,061902005348,"['2237-583X', '2358-1352']",Unknown
1735,444447,52,061102093293,"['2448-8216', '0188-2546']",True
7174,497966,52,066044703,"['2390-0067', '2027-7458']",True
7446,498973,52,062402127390,['2605-1982'],True
5889,490513,52,062301255578,"['2719-7530', '0209-3782']",True
7433,498909,52,061101801610,['2612-2138'],True
5715,489733,52,06501645603,['1336-0019'],Unknown
5912,490583,52,062401463458,"['1696-0319', '2444-0256']",Unknown
5846,490368,52,061701908917,['2149-0678'],True
5945,490726,52,061702387381,['2529-9573'],True
3563,481605,52,0626063164,"['0023-589X', '2657-4020']",Unknown
5463,488619,52,06501712328,['2386-4303'],True
7519,499181,52,062301708753,"['0120-1867', '2145-6151']",True
8261,503235,52,061201768393,"['2734-7095', '2734-6226']",True
6214,491605,52,061201710015,['2531-0046'],True
7599,499429,52,06801509937,"['0031-4528', '2153-2109']",Unknown
4374,485030,52,061101418188,"['2300-9853', '2353-7086']",True
6858,496737,52,062101934485,"['2340-4728', '0212-6796']",True
4310,484875,52,06101840971,"['1846-9213', '1846-8527']",True
7843,500606,52,062301713586,"['2602-2656', '2645-8772']",True
6566,494230,52,061701639117,['1409-4568'],True
6732,495275,52,06101096680,"['2543-3164', '2543-3156']",Unknown
8283,503383,52,063401387,"['2543-9472', '2544-0365']",Unknown
4428,485153,52,062501953795,"['2336-4408', '1803-7380']",Unknown
4466,485276,52,062602009517,"['2391-4432', '2083-7275']",True
5494,488753,51,062402206659,['0719-1243'],True
5484,488709,51,06501653952,"['1130-8656', '2340-0056']",Unknown
5107,487087,51,062044187,['2254-6235'],True
2710,472107,51,06501236792,"['1575-2437', '1697-7904']",True
5381,488358,51,06190253570,"['2312-1068', '2312-1076']",Unknown
4636,485815,51,061902129386,"['1885-5687', '1988-2416']",Unknown
1408,442680,51,0626081163,['1355-8250'],Unknown
8258,503231,51,06502263041,"['2247-0220', '2066-9380']",True
7362,498712,51,062401894134,['2311-0740'],True
3274,478550,51,061401873682,"['2076-8214', '2078-1938']",Unknown
6809,496580,51,06301096170,['2530-4550'],Unknown
7014,497169,51,061501854969,"['0212-0747', '2254-660X']",Unknown
5756,490011,51,061501265739,['2253-6655'],True
893,439456,51,0637012074,['1935-0252'],Unknown
6512,494042,51,061201908404,['2255-5889'],True
4937,486570,51,06802760896,"['2352-1333', '2352-1341']",True
4776,486143,51,062401977289,"['1791-7603', '1790-3572']",True
4341,484936,51,062503115723,['2050-9863'],True
4469,485283,51,06202803167,"['2080-1068', '2391-7768']",Unknown
2262,447915,51,06102305089,"['1132-2373', '2255-5463']",Unknown
5762,490022,51,061802401285,['2303-4858'],True
7142,497918,51,061201638868,"['2307-9878', '2518-1181']",True
3241,478069,51,0621090971,"['2045-2918', '2045-290X']",Unknown
4699,485949,51,066043201,['2174-3681'],True
6761,496391,51,0690244401,['2445-0669'],True
8314,503541,50,061701848805,"['0976-8203', '2319-1945']",Unknown
8279,503361,50,061302178612,['2398-6786'],True
8106,502449,50,061801875861,"['2256-5000', '2590-7344']",True
2178,447391,50,0670831743,['1091-8264'],Unknown
4118,484072,50,06501645568,['1335-9096'],Unknown
6394,493578,50,0625088399,['2045-5224'],True
4837,486299,50,06501627739,"['2543-8700', '1731-2442']",Unknown
6835,496669,50,06301701210,"['2353-4826', '1508-1117']",Unknown
7934,501902,50,062302621349,['2084-9257'],True
4287,484841,50,067046912,"['1848-5871', '1848-3488']",Unknown
4051,483955,50,06201726808,"['2449-8327', '0137-6136']",True
6721,495208,50,062201520026,['2410-4205'],Unknown
2684,471772,50,06902232087,"['1972-5493', '1120-0650']",Unknown
5736,489862,50,063040440,"['2530-3074', '0212-0585']",True
6294,493230,50,06602600953,['2318-6674'],True
3879,483126,50,061501973610,"['1392-6748', '2538-8738']",True
4801,486193,50,06101743397,"['2084-2627', '1731-7398']",Unknown
7062,497380,50,061201914982,"['2316-9699', '1981-5875']",Unknown
4270,484814,50,06101602448,"['1804-526X', '1805-8868']",Unknown
6539,494161,50,062201685435,['2595-3621'],Unknown
4340,484935,50,06102628882,['2049-1565'],True
7022,497197,50,061801615429,"['2617-0825', '2308-4634']",Unknown
4653,485846,50,06401496814,['2340-8685'],True
4307,484871,50,06402335674,['2083-3059'],Unknown
4622,485776,50,06802179040,"['1677-1303', '1983-9294']",True
4911,486516,50,061901086130,"['2213-4514', '2213-4506']",Unknown
6957,496996,50,062401927724,['2530-8157'],True
5614,489135,50,062202013880,['2353-7094'],Unknown
3841,482990,50,062501914780,"['1224-8746', '2065-9563']",Unknown
6018,490974,50,061801793784,['1695-324X'],True
2726,472315,50,062402619870,['1677-6976'],True
6542,494167,50,0630481829,"['2413-936X', '2304-4330']",True
7289,498439,49,061401205706,"['2610-802X', '2542-3029']",Unknown
5161,487264,49,062301708614,['2145-5147'],True
8196,502933,49,06301666695,"['1897-7626', '2719-7026']",True
5772,490073,49,061801664071,"['1509-1619', '2450-0852']",Unknown
3424,480198,49,06602365697,"['1465-3737', '2031-0250']",Unknown
6452,493748,49,06501854238,['2149-3669'],Unknown
3236,477950,49,062201882980,"['1869-3660', '2198-0330']",Unknown
5505,488772,49,0614045581,"['2056-9793', '2056-9785']",Unknown
6893,496803,49,061301284839,['1984-1639'],Unknown
3437,480317,49,061501265859,['2254-2035'],True
2508,469253,49,06601705199,"['2571-0915', '0014-1291']",True
8188,502912,49,061101877677,"['2314-0208', '1669-3299']",True
3675,482066,49,062201473451,"['0239-8524', '2450-5846']",Unknown
4529,485462,49,062301638434,['1697-5197'],True
6795,496505,49,06601270635,['1980-511X'],True
7038,497287,49,06501627768,['2543-8883'],True
2858,474025,49,061101917966,['0718-0527'],True
756,438341,49,0628025449,['0347-772X'],True
7447,498974,49,061601851741,"['2477-1422', '2477-2038']",True
3044,476200,49,061801633098,"['1429-9585', '2544-4654']",True
4643,485826,49,062601939226,"['2255-5285', '1698-5583']",Unknown
5105,487082,49,06202998827,"['1514-0105', '2314-2561']",True
3574,481649,49,06202311124,"['0031-3815', '2336-2189']",True
7124,497787,49,061101648508,['2500-2953'],True
6050,491041,49,062302101172,"['1692-8857', '2011-7477']",Unknown
8186,502903,49,0617041346,"['1305-2128', '1302-7212']",True
2294,448139,48,062203014356,"['1813-3924', '0084-005X']",Unknown
8497,504676,48,06130926570,['2632-9255'],True
2965,475415,48,062401757721,['1946-0538'],Unknown
4971,486690,48,061801888451,"['1390-9274', '1390-7263']",True
8468,504566,48,061801944297,"['2663-9793', '2663-9807']",Unknown
3807,482893,48,062301654592,"['1988-2823', '1133-0406']",Unknown
5555,488891,48,062401898730,"['2224-9281', '2414-990X']",True
5675,489570,48,062301934137,"['1514-3899', '2422-6580']",True
3856,483039,48,06302151900,['1301-2746'],Unknown
3053,476248,48,06102820925,['1505-2192'],Unknown
6451,493743,48,0622049020,"['2539-4991', '0120-8179']",True
5257,487855,48,061201256233,"['2351-9916', '2351-9924']",Unknown
6593,494299,48,06503448363,['1679-4842'],True
7748,500233,48,06201600783,"['2707-000X', '2706-9990']",True
5584,489008,48,06201487492,['2065-6599'],Unknown
8432,504279,48,062401239270,['2602-3067'],Unknown
6199,491574,48,06401169990,"['2406-050X', '0354-4699']",True
5979,490888,48,06902641989,"['2046-4436', '2046-4444']",Unknown
6015,490970,48,06501783498,['1981-3694'],True
3912,483269,48,0616048166,"['1989-063X', '1575-0361']",Unknown
6968,497022,48,061701806561,"['1980-5128', '2317-5125']",True
6971,497027,48,06302270426,"['2215-3330', '1659-0104']",True
6052,491048,48,06802343885,['2526-1010'],True
3885,483157,48,066033365,"['1420-7834', '2673-5377']",Unknown
1132,440900,48,06170421537,"['2365-3124', '0016-7479']",Unknown
4635,485813,48,062201473782,"['1644-857X', '2450-7660']",True
4255,484769,48,062101864896,['2300-200X'],Unknown
4809,486216,48,062402198922,['2247-0514'],True
3432,480266,47,061501696890,"['1338-5283', '1338-4465']",Unknown
3422,480193,47,061401424605,"['1896-8325', '2300-7087']",Unknown
4834,486273,47,06901316915,"['1841-0456', '2247-8671']",Unknown
3816,482911,47,06302296982,"['1135-9730', '2014-8828']",True
6980,497048,47,061201344853,"['2468-4791', '1724-8574']",Unknown
5077,487014,47,061701083899,"['2044-3714', '2044-3722']",Unknown
4894,486486,47,06130388127,"['1084-4945', '2211-730X']",Unknown
3954,483493,47,062201974891,['2392-2397'],True
7145,497922,47,062061902,"['2226-0994', '2414-5904']",True
2810,473467,47,06202309633,"['1848-9184', '1333-2546']",True
2619,471057,47,062201927317,"['2340-4981', '1697-7750']",True
7287,498435,47,061101074325,['2667-4262'],Unknown
5652,489475,47,06202465045,"['1516-0351', '1807-8389']",True
2897,474535,47,06403253262,['1016-5584'],Unknown
4331,484914,47,06402875097,"['2171-6897', '2173-1616']",True
4390,485047,47,062401112030,"['1804-5383', '1805-2797']",Unknown
5948,490732,47,06701712014,"['2665-3303', '2346-4712']",True
6027,491001,47,061801833784,"['2537-3714', '2559-1347']",True
6521,494067,47,061201258558,['2451-3458'],Unknown
7493,499115,47,0630596246,"['2663-9009', '2663-9017']",Unknown
6662,494763,47,061201953152,['2386-7515'],True
6443,493728,47,062101887987,"['1390-9592', '1390-681X']",Unknown
8483,504635,47,0622047118,"['1889-7304', '2340-3144']",True
7670,499617,47,062501263518,"['2166-2932', '2150-0428']",Unknown
6095,491158,47,062301989163,['2013-9144'],Unknown
7129,497799,47,06101786718,"['2657-4381', '2544-7238']",True
6115,491249,47,061501906202,"['0719-1472', '0716-3312']",True
3145,476982,47,06220766320,"['2042-7832', '2042-7824']",Unknown
5482,488695,47,06101602265,['1804-2724'],Unknown
5352,488287,47,061101877646,"['2313-9137', '2313-9129']",True
6609,494562,47,061902152587,"['2447-0899', '2447-3073']",True
7592,499415,47,062501693519,"['1516-4330', '2316-7114']",True
5449,488587,47,062401962453,['2386-3730'],Unknown
4628,485803,47,06260784669,"['2042-8022', '2042-8030']",Unknown
5445,488574,47,062602012874,['2178-1974'],True
5751,489972,47,06202168232,['2393-1795'],True
3929,483346,47,061902086533,"['1645-2259', '2183-8615']",True
3436,480305,46,061201953136,"['1697-2104', '2386-7442']",True
6752,495360,46,062101991618,['2522-9842'],True
6904,496822,46,06902645283,['2300-391X'],Unknown
4113,484062,46,062201473742,"['2450-7067', '1234-3862']",True
5621,489217,46,061701637707,['1017-1274'],True
6197,491570,46,061602090405,['2399-9101'],True
8253,503201,46,062401822307,"['2338-2007', '0853-5167']",True
6260,492991,46,061501854912,"['0211-4526', '2254-6243']",Unknown
7057,497367,46,061201950524,"['1982-7814', '1519-7611']",True
8035,502245,46,062401574258,['2422-2704'],True
8130,502574,46,06302133718,"['1853-6344', '1852-1606']",True
5897,490536,46,06802336724,['2529-9638'],True
5780,490140,46,06802557856,['2558-8532'],Unknown
8115,502511,46,06601723521,"['2539-522X', '1657-6799']",True
5295,488050,46,06301826457,['2238-5320'],Unknown
2439,451872,46,06260593291,"['2161-4318', '1040-9483']",Unknown
3857,483040,46,061401294358,['1302-2938'],Unknown
5316,488156,46,062401233319,"['2066-561X', '2344-1321']",True
7477,499078,46,06602215421,"['2660-700X', '1852-9003']",True
7715,500007,46,062201473616,"['2450-6869', '2719-6763']",True
2142,447251,46,061402830613,"['0380-6995', '1718-7850']",Unknown
5279,488004,46,062501905825,"['2450-4939', '1233-8672']",Unknown
3517,481157,45,06702351407,"['1788-6244', '1789-2422']",Unknown
3295,478750,45,061301352187,"['2753-9725', '0790-7915']",Unknown
8556,505207,45,062502378749,['2392-6139'],Unknown
6257,492987,45,061501906223,"['0719-1529', '0716-3991']",True
6335,493332,45,06250394637,['2301-2595'],Unknown
853,439118,45,06901454602,['0791-9417'],Unknown
7878,501761,45,0650262324,"['1409-2441', '2215-2652']",True
